key,avg_returns,SD,sharpe
CTL,-0.009673493763487568,0.09518512278308555,-0.11024300286296702
GE,-0.009997784660715856,0.09561761923312677,-0.11313589218678255
ADS,-0.01293494659950508,0.13336198305615354,-0.1031399375166265
PRGO,-0.013532732847358746,0.0924962703559182,-0.15517093599699303
MYL,-0.013650196521259846,0.10182852776898557,-0.14210356211854322
JWN,-0.01412743166468132,0.12390430373770515,-0.1206369045608275
AAL,-0.014341650528360067,0.11584981079669214,-0.1308733300822359
SLB,-0.015033039077746195,0.10837727547097989,-0.146276412733693
OXY,-0.015457575337643664,0.13740991907077768,-0.11845997325170786
FTI,-0.017846735115837984,0.13081597304101886,-0.1426946165816067
NBL,-0.018325638113977957,0.15834418768518096,-0.1209115307221962
NOV,-0.020549739878302553,0.11320654578908455,-0.18876770534202658
